id,full_name,email,password,role,job_category,specific_role,skills,experience_level,experience_years,location,success_rate_job,jobs_completed,client_rating,rehire_rate,min_budget_idr,hourly_rate_usd,earnings_usd,platform_origin,project_type,is_available,profile_verified,created_at
4190,Jaiman Mustofa,jaiman.mustofa813@outlook.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,Color Grading Specialist,"Final Cut Pro, 4K Editing, After Effects, Adobe Premiere Pro, DaVinci Resolve",Intermediate,3,Medan,78,121,3.7,68.7,6708000,37.51,6912.67,PeoplePerHour,Fixed,0,1,2024-08-03 16:05:03
4191,Dipa Maulana,dipa.maulana64@konekin.id,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,YouTube Editor,"CapCut, After Effects, 4K Editing",Beginner,1,Balikpapan,42.6,20,1.79,41.6,1214000,11.88,952.94,Fiverr,Fixed,1,1,2026-01-12 23:21:24
4192,Ega Wahyudin,ega.wahyudin753@gmail.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Video Editor,Video Editor,"Sound Design, CapCut, Adobe Premiere Pro, Final Cut Pro, Motion Graphics, Filmora, 4K Editing",Expert,12,Solo,85.2,266,4.22,64.1,7152000,18.54,3889.18,Toptal,Fixed,0,1,2023-07-03 6:34:07
4193,Kiandra Yolanda,kiandra.yolanda914@icloud.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Video Editor,Documentary Editor,"DaVinci Resolve, Filmora, Final Cut Pro",Beginner,1,Balikpapan,53.2,10,2.85,43.1,2784000,58.31,3149.2,Fiverr,Retainer,1,1,2025-12-16 15:52:15
4194,Liman Sihombing,liman.sihombing757@yahoo.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Video Editor,VFX Artist,"CapCut, Filmora, Final Cut Pro, 4K Editing, Color Grading",Intermediate,5,Manado,71.7,110,3.61,65.5,2465000,37.55,3209.49,Toptal,Milestone,0,1,2024-05-28 19:16:32
4195,Dr. Jati Gunarto,dr..jati.gunarto291@outlook.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Video Editor,YouTube Editor,"4K Editing, Final Cut Pro, Color Grading, Sound Design, After Effects",Intermediate,3,Yogyakarta,73.5,70,4.14,56.4,1876000,45.86,2849.88,Upwork,Fixed,1,1,2026-02-22 10:44:01
4196,"Dr. Betania Thamrin, S.Psi",dr..betania.thamrin.s.psi795@gmail.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Video Editor,Videographer,"Final Cut Pro, Filmora, Adobe Premiere Pro, Motion Graphics, After Effects, Color Grading, 4K Editing",Expert,8,Denpasar,96.8,260,5,79.3,5025000,22.23,5561.09,PeoplePerHour,Hourly,0,1,2023-12-04 1:39:13
4197,R.M. Adikara Januar,r.m..adikara.januar108@icloud.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,VFX Artist,"Sound Design, 4K Editing, Color Grading, CapCut, Filmora",Intermediate,4,Denpasar,65.2,92,3.41,49.2,4655000,25.93,4103.88,Toptal,Fixed,1,1,2023-10-12 23:28:26
4198,"Putri Saputra, S.Gz",putri.saputra.s.gz274@icloud.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Video Editor,Reels & Shorts Editor,"DaVinci Resolve, CapCut, After Effects, Color Grading, 4K Editing, Final Cut Pro, Adobe Premiere Pro",Expert,12,Depok,87.3,288,4.71,69.2,4476000,52.94,3092.09,Koneksi Pribadi,Fixed,0,1,2023-06-02 2:47:00
4199,Lasmono Nurdiyanti,lasmono.nurdiyanti310@konekin.id,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Video Editor,Color Grading Specialist,"DaVinci Resolve, Sound Design, Color Grading, Filmora, CapCut",Intermediate,3,Semarang,77.5,105,3.99,74.6,381000,56.18,575.3,PeoplePerHour,Fixed,0,1,2024-06-15 20:58:18
4200,Latika Sitorus,latika.sitorus721@konekin.id,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Video Editor,Color Grading Specialist,"After Effects, DaVinci Resolve, Motion Graphics, Color Grading, CapCut",Intermediate,3,Medan,75.8,69,3.33,68.2,6492000,65.01,3515.26,Konekin,Retainer,0,1,2025-09-27 0:20:46
4201,Jelita Oktaviani,jelita.oktaviani874@outlook.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Video Editor,Video Editor,"DaVinci Resolve, 4K Editing, After Effects",Beginner,1,Bogor,60.1,35,3,45.8,6599000,22.69,3899.95,Konekin,Milestone,1,1,2024-04-27 20:54:39
4202,Anastasia Maryati,anastasia.maryati9@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Video Editor,VFX Artist,"CapCut, DaVinci Resolve, Color Grading",Beginner,2,Surabaya,60.4,33,3.21,35.4,6878000,14.19,4263.78,Upwork,Hourly,1,1,2025-02-05 17:55:05
4203,Vanya Laksita,vanya.laksita790@icloud.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Video Editor,Videographer,"CapCut, Color Grading, Motion Graphics",Beginner,2,Semarang,45.7,10,2.49,16.9,2189000,16.89,2887.76,Konekin,Retainer,0,0,2024-08-22 23:07:50
4204,Dt. Mulyanto Pudjiastuti,dt..mulyanto.pudjiastuti755@gmail.com,$2b$10$PpikZa2HME0U0EPOC8RTYOk9CpJrerHruAn9pji4vn5YRyd9D.zUq,creative_worker,Video Editor,YouTube Editor,"Color Grading, Final Cut Pro, Filmora",Beginner,2,Pekanbaru,64.4,11,2.97,57,2592000,11.68,1556.69,PeoplePerHour,Retainer,1,1,2025-07-12 11:34:02
4205,Drs. Betania Mangunsong,drs..betania.mangunsong688@icloud.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Video Editor,VFX Artist,"Sound Design, Filmora, 4K Editing, Adobe Premiere Pro, Final Cut Pro",Intermediate,3,Pekanbaru,83.5,63,3.78,75,6186000,69.78,3545.35,Konekin,Fixed,1,1,2026-02-21 7:39:29
4206,Julia Wijayanti,julia.wijayanti280@icloud.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,Documentary Editor,"Filmora, Motion Graphics, Color Grading, 4K Editing, Final Cut Pro, Adobe Premiere Pro, CapCut",Expert,14,Solo,95,243,4.59,82.5,3043000,43.55,4491.41,Konekin,Retainer,0,1,2025-06-26 17:03:48
4207,"Tantri Usada, S.T.",tantri.usada.s.t.319@yahoo.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Video Editor,Color Grading Specialist,"Color Grading, Final Cut Pro, After Effects",Beginner,1,Surabaya,57.6,15,3.04,56,8302000,73.52,6376.1,Toptal,Fixed,1,0,2023-10-10 19:12:24
4208,"Sutan Bakiman Susanti, S.Sos",sutan.bakiman.susanti.s.sos523@konekin.id,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Video Editor,YouTube Editor,"After Effects, Final Cut Pro, Color Grading, 4K Editing, CapCut, Filmora, Sound Design",Expert,7,Surabaya,84.6,383,4.32,81,1735000,43.73,1168.16,Koneksi Pribadi,Fixed,1,1,2024-03-03 5:24:28
4209,Artanto Gunawan,artanto.gunawan248@outlook.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Video Editor,VFX Artist,"Sound Design, After Effects, 4K Editing, Color Grading, Final Cut Pro",Intermediate,3,Medan,71.3,34,4.18,54.1,1147000,26.21,878.83,Upwork,Fixed,0,1,2024-04-01 23:23:28
4210,Dagel Andriani,dagel.andriani188@outlook.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Video Editor,Motion Graphic Designer,"After Effects, Adobe Premiere Pro, 4K Editing, Sound Design, Color Grading",Intermediate,3,Makassar,66.2,115,3.8,34.2,8095000,26.43,6188.89,PeoplePerHour,Hourly,1,1,2025-01-18 20:34:52
4211,Wirda Maryadi,wirda.maryadi462@gmail.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,Color Grading Specialist,"Sound Design, Color Grading, Filmora",Beginner,1,Palembang,54.5,28,2.91,44,4351000,22.19,2403.76,PeoplePerHour,Retainer,0,1,2024-08-15 20:17:07
4212,Tgk. Fathonah Adriansyah,tgk..fathonah.adriansyah599@icloud.com,$2b$10$PpikZa2HME0U0EPOC8RTYOk9CpJrerHruAn9pji4vn5YRyd9D.zUq,creative_worker,Video Editor,Motion Graphic Designer,"4K Editing, Color Grading, CapCut, Filmora, After Effects, Motion Graphics, DaVinci Resolve",Expert,12,Bekasi,99.9,224,5,86.1,6001000,37.73,5929.18,Upwork,Hourly,0,1,2026-04-25 22:58:32
4213,Sidiq Firgantoro,sidiq.firgantoro478@konekin.id,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Video Editor,Video Editor,"Filmora, Sound Design, After Effects, Adobe Premiere Pro, Final Cut Pro",Intermediate,4,Medan,75.8,47,4.52,71,1149000,69.38,1249.31,Upwork,Milestone,1,1,2024-02-20 23:48:16
4214,Winda Haryanto,winda.haryanto489@konekin.id,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Video Editor,Motion Graphic Designer,"CapCut, Filmora, Sound Design",Beginner,1,Malang,44.6,33,2.47,27.5,1910000,14.43,1539.37,PeoplePerHour,Hourly,1,1,2024-01-01 3:15:45
4215,Wahyu Wulandari,wahyu.wulandari783@konekin.id,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,Documentary Editor,"Adobe Premiere Pro, Motion Graphics, Color Grading, Sound Design, CapCut",Intermediate,5,Pekanbaru,68.2,64,3.35,69.1,2415000,28.36,3253.98,Koneksi Pribadi,Milestone,1,1,2024-10-27 18:54:53
4216,Mulyono Haryanti,mulyono.haryanti586@konekin.id,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Video Editor,Video Editor,"DaVinci Resolve, Sound Design, Motion Graphics",Beginner,2,Balikpapan,52.8,36,3.03,32.3,5295000,50.07,3349.12,Fiverr,Retainer,1,0,2025-10-11 10:54:28
4217,Raisa Wahyudin,raisa.wahyudin360@gmail.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Video Editor,Video Editor,"DaVinci Resolve, 4K Editing, CapCut, Adobe Premiere Pro, Filmora, Final Cut Pro, Color Grading",Expert,10,Depok,86.4,432,4.61,47.9,2828000,27.19,2105.18,Upwork,Fixed,0,1,2025-11-23 1:58:42
4218,Ratih Puspita,ratih.puspita393@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Video Editor,Color Grading Specialist,"Adobe Premiere Pro, Final Cut Pro, Sound Design",Beginner,1,Pekanbaru,61.1,32,2.48,45.6,6498000,36.46,5059.85,Upwork,Milestone,1,1,2024-12-26 10:37:15
4219,"dr. Siti Widiastuti, S.Psi",dr..siti.widiastuti.s.psi397@konekin.id,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Color Grading Specialist,"Sound Design, Filmora, 4K Editing, After Effects, CapCut, Final Cut Pro, DaVinci Resolve",Expert,13,Balikpapan,78.1,223,4.01,69.2,6707000,16.01,4875.76,Toptal,Milestone,1,1,2024-12-03 4:41:33
4220,"Mahmud Rahmawati, M.TI.",mahmud.rahmawati.m.ti.978@gmail.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Video Editor,Video Editor,"After Effects, Motion Graphics, DaVinci Resolve, Color Grading, Sound Design",Intermediate,3,Manado,71.2,105,3.41,63.2,3880000,31.11,2220.78,Koneksi Pribadi,Fixed,0,1,2025-05-23 0:14:07
4221,"Drs. Prayogo Prasasta, S.H.",drs..prayogo.prasasta.s.h.411@icloud.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,Reels & Shorts Editor,"Filmora, After Effects, Sound Design, Adobe Premiere Pro, 4K Editing",Intermediate,5,Denpasar,54.6,49,2.79,44.1,7822000,59.84,6639.52,Upwork,Hourly,1,1,2025-10-15 0:09:56
4222,Novi Saputra,novi.saputra332@yahoo.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Video Editor,Documentary Editor,"Adobe Premiere Pro, 4K Editing, Motion Graphics, After Effects, Color Grading",Intermediate,5,Depok,62.1,37,3.74,56.9,4500000,38.14,6080.96,Koneksi Pribadi,Retainer,1,1,2024-04-29 15:13:19
4223,T. Jamil Waskita,t..jamil.waskita224@konekin.id,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Video Editor,YouTube Editor,"Color Grading, Final Cut Pro, Adobe Premiere Pro, 4K Editing, CapCut",Intermediate,4,Malang,74,56,3.72,57.7,1186000,48.82,937.6,Koneksi Pribadi,Fixed,1,1,2023-07-01 6:22:18
4224,Tgk. Wani Rajasa,tgk..wani.rajasa286@yahoo.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Video Editor,Reels & Shorts Editor,"After Effects, Filmora, 4K Editing, DaVinci Resolve, Sound Design",Intermediate,5,Solo,71.9,52,4.26,89,6417000,32.65,3392.99,Toptal,Retainer,0,1,2023-08-30 18:15:02
4225,Kala Prasetyo,kala.prasetyo92@gmail.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Video Editor,Videographer,"After Effects, 4K Editing, Final Cut Pro, CapCut, DaVinci Resolve, Motion Graphics, Color Grading",Expert,12,Pekanbaru,77.7,115,3.58,81.9,6266000,45.28,3799.61,PeoplePerHour,Fixed,1,1,2025-11-16 9:25:01
4226,Tasnim Prayoga,tasnim.prayoga692@icloud.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,VFX Artist,"4K Editing, Sound Design, After Effects, Final Cut Pro, DaVinci Resolve, Filmora, Color Grading",Expert,6,Denpasar,99.9,243,5,81.5,6544000,42.36,5868.43,Konekin,Fixed,1,1,2024-09-25 20:45:09
4227,Wira Januar,wira.januar33@icloud.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Video Editor,Color Grading Specialist,"CapCut, Adobe Premiere Pro, Motion Graphics",Beginner,2,Yogyakarta,60,8,3.36,52.6,890000,16.5,614.64,Upwork,Milestone,0,1,2025-06-08 4:55:00
4228,Tgk. Hendri Wacana,tgk..hendri.wacana21@yahoo.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Video Editor,YouTube Editor,"After Effects, Filmora, Sound Design, 4K Editing, Adobe Premiere Pro, CapCut, Final Cut Pro",Expert,6,Depok,80.6,469,3.8,57.8,9287000,14.85,6578.63,Fiverr,Fixed,1,1,2024-08-07 11:54:04
4229,Ifa Hutapea,ifa.hutapea790@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Video Editor,Videographer,"Motion Graphics, Filmora, CapCut, After Effects, Color Grading, DaVinci Resolve, Sound Design",Expert,8,Tangerang,90,471,4.08,45.2,5026000,22.38,4370.95,Fiverr,Hourly,0,1,2024-01-26 18:36:43
4230,Dr. Salimah Haryanto,dr..salimah.haryanto237@yahoo.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,Reels & Shorts Editor,"Motion Graphics, DaVinci Resolve, 4K Editing, After Effects, Sound Design",Intermediate,4,Medan,82.3,110,4.6,62.7,12882000,27.51,6923.43,PeoplePerHour,Hourly,0,1,2025-09-01 5:10:24
4231,Ibrani Waskita,ibrani.waskita269@konekin.id,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Video Editor,YouTube Editor,"CapCut, Filmora, DaVinci Resolve",Beginner,1,Solo,47,5,2.38,53,4240000,36.47,4093.98,Toptal,Retainer,1,1,2025-10-15 3:33:26
4232,Heryanto Kusmawati,heryanto.kusmawati305@konekin.id,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Video Editor,YouTube Editor,"Sound Design, Color Grading, Motion Graphics, Adobe Premiere Pro, 4K Editing, Filmora, DaVinci Resolve",Expert,8,Balikpapan,78.9,252,3.95,55.7,4586000,45.96,3518.19,Koneksi Pribadi,Hourly,0,1,2026-04-12 1:50:41
4233,Kartika Lazuardi,kartika.lazuardi783@gmail.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Video Editor,Video Editor,"Sound Design, Filmora, Adobe Premiere Pro",Beginner,2,Manado,53.2,38,2.61,37.9,2090000,58.25,1719.88,Fiverr,Fixed,0,1,2024-04-07 13:25:53
4234,Nurul Widodo,nurul.widodo950@konekin.id,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Video Editor,"Filmora, Color Grading, Motion Graphics, Adobe Premiere Pro, 4K Editing, Sound Design, DaVinci Resolve",Expert,6,Malang,86,488,4.66,66.1,4337000,50.94,3774.34,Fiverr,Hourly,1,1,2025-02-08 19:36:16
4235,Mala Prakasa,mala.prakasa441@icloud.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Video Editor,"Color Grading, 4K Editing, DaVinci Resolve, Adobe Premiere Pro, Final Cut Pro",Intermediate,5,Semarang,65.7,30,3.42,49.5,3222000,54.7,2107.98,Toptal,Hourly,0,1,2024-03-14 22:59:34
4236,R. Jessica Manullang,r..jessica.manullang581@yahoo.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Video Editor,Color Grading Specialist,"4K Editing, Filmora, Final Cut Pro, Color Grading, Motion Graphics, DaVinci Resolve, Sound Design",Expert,14,Jakarta,93,123,4.29,67.9,8517000,74.99,5421.98,Upwork,Retainer,1,1,2025-02-19 6:58:43
4237,drg. Zulaikha Hutasoit,drg..zulaikha.hutasoit729@gmail.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Documentary Editor,"Filmora, CapCut, DaVinci Resolve, Color Grading, Adobe Premiere Pro",Intermediate,4,Manado,59.7,92,2.88,39.6,4550000,43.33,6657.48,Toptal,Fixed,1,1,2023-08-24 8:45:15
4238,Raden Anggriawan,raden.anggriawan18@outlook.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Color Grading Specialist,"Adobe Premiere Pro, After Effects, Sound Design, DaVinci Resolve, CapCut",Intermediate,4,Palembang,69.9,90,3.26,55.4,4604000,74.44,4187.85,Konekin,Hourly,0,1,2023-10-17 11:28:57
4239,Nilam Iswahyudi,nilam.iswahyudi159@outlook.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Video Editor,Motion Graphic Designer,"Color Grading, 4K Editing, Sound Design, CapCut, Adobe Premiere Pro",Intermediate,5,Makassar,79.2,34,3.68,83.3,4883000,10.31,3304.45,Konekin,Retainer,0,1,2026-02-22 21:10:32
4240,"KH. Nalar Yuliarti, S.E.I",kh..nalar.yuliarti.s.e.i988@outlook.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Video Editor,Videographer,"DaVinci Resolve, After Effects, Final Cut Pro",Beginner,2,Denpasar,40,9,2.2,32.8,5791000,48.03,3066.15,Toptal,Fixed,0,1,2026-04-26 20:17:48
4241,Jarwi Nugroho,jarwi.nugroho266@gmail.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,Color Grading Specialist,"CapCut, Adobe Premiere Pro, Motion Graphics, DaVinci Resolve, Color Grading",Intermediate,3,Balikpapan,68.3,107,3.26,51.1,1770000,50.29,1368.28,Upwork,Retainer,1,1,2023-06-10 21:11:28
4242,Zaenab Utama,zaenab.utama461@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Video Editor,Reels & Shorts Editor,"DaVinci Resolve, Sound Design, Filmora, After Effects, Motion Graphics, Color Grading, CapCut",Expert,10,Yogyakarta,99.9,154,4.83,75.9,8636000,17.01,6546.26,Fiverr,Fixed,1,1,2025-05-18 18:40:58
4243,"dr. Salwa Pertiwi, S.Pt",dr..salwa.pertiwi.s.pt828@outlook.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Video Editor,YouTube Editor,"CapCut, Adobe Premiere Pro, Sound Design, Filmora, Final Cut Pro",Intermediate,5,Denpasar,63.5,114,3.11,48.5,3670000,60.6,3279.2,Upwork,Milestone,1,1,2023-06-19 8:52:08
4244,Julia Januar,julia.januar965@gmail.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Video Editor,Documentary Editor,"Adobe Premiere Pro, Sound Design, DaVinci Resolve, Motion Graphics, Color Grading",Intermediate,3,Bandung,70.5,98,3.63,61.6,10747000,17.11,6156.74,PeoplePerHour,Fixed,1,1,2023-06-17 17:44:58
4245,Puti Azalea Susanti,puti.azalea.susanti420@gmail.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,VFX Artist,"CapCut, Filmora, Color Grading, DaVinci Resolve, Final Cut Pro, After Effects, Motion Graphics",Expert,9,Manado,75.9,494,4.21,65.8,6441000,44.1,3544.03,PeoplePerHour,Retainer,0,1,2023-05-06 7:16:43
4246,Paiman Narpati,paiman.narpati491@konekin.id,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Video Editor,Color Grading Specialist,"Color Grading, Sound Design, 4K Editing",Beginner,1,Bandung,40,27,2.2,15.1,1755000,67.51,1810.41,Koneksi Pribadi,Fixed,0,1,2026-01-12 23:48:38
4247,"Dr. Cici Santoso, M.Farm",dr..cici.santoso.m.farm900@konekin.id,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Video Editor,YouTube Editor,"Color Grading, After Effects, Final Cut Pro",Beginner,2,Denpasar,55.1,21,3.48,47.3,5713000,64.38,5864.96,Toptal,Milestone,1,1,2024-03-20 9:26:58
4248,"Drs. Belinda Suryatmi, S.Pd",drs..belinda.suryatmi.s.pd582@gmail.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Video Editor,Video Editor,"4K Editing, Final Cut Pro, Adobe Premiere Pro, Sound Design, Filmora",Intermediate,5,Malang,67.3,46,2.86,51,7762000,52.94,6359.16,Freelancer,Retainer,0,1,2023-10-04 22:53:53
4249,Rachel Rajata,rachel.rajata800@gmail.com,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Video Editor,Color Grading Specialist,"After Effects, 4K Editing, Filmora, CapCut, DaVinci Resolve",Intermediate,5,Bandung,67.6,133,3.18,58.3,1181000,30.02,1132.95,Koneksi Pribadi,Retainer,0,1,2023-10-25 12:42:34
4250,"H. Kamidin Kuswoyo, M.Kom.",h..kamidin.kuswoyo.m.kom.611@gmail.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Video Editor,VFX Artist,"Sound Design, CapCut, 4K Editing",Beginner,2,Depok,49.7,23,2.61,30.5,2595000,66.09,1990.49,Fiverr,Fixed,1,1,2025-02-28 14:32:35
4251,"Intan Firmansyah, S.Sos",intan.firmansyah.s.sos567@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Video Editor,Motion Graphic Designer,"Sound Design, After Effects, Final Cut Pro, Motion Graphics, CapCut",Intermediate,4,Jakarta,92.5,69,4.6,78.4,3683000,73.47,3651.76,Upwork,Milestone,0,1,2025-11-24 19:04:14
4252,"Carub Kusmawati, M.M.",carub.kusmawati.m.m.524@gmail.com,$2b$10$uxnQnkSaOojGr0XWBJzKp.iyV/GJjdaPL/ZYjqHpoBMHkbiLIt6Tu,creative_worker,Video Editor,YouTube Editor,"Motion Graphics, DaVinci Resolve, Final Cut Pro, CapCut, Filmora",Intermediate,4,Bandung,68.7,119,3.41,55.1,3028000,73.85,2702.78,Upwork,Fixed,1,1,2024-06-02 3:52:27
4253,T. Emil Yolanda,t..emil.yolanda687@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Video Editor,Video Editor,"Filmora, CapCut, After Effects, Sound Design, Motion Graphics",Intermediate,3,Manado,77.5,115,4,59.9,3337000,38.15,4573.26,Konekin,Milestone,1,1,2025-06-17 6:32:43
